0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,
2002,2074,749,624,86,39,8,6,39,30,85,74,194,362,313,339,536,604,727,746,707,711,1060,2016,
