bubble_sort, bubble_sort_ja_ordenado, bubble_sort_inverso, merge_sort, merge_sort_ja_ordenado, merge_sort_inverso, quickSort, quickSort_ja_ordenado, quickSort_inverso
291000,109.845665,109.925003,110.059998,0.055667,0.051000,0.000000,0.015667,0.016000,0.016000
292000,110.664001,110.627998,110.714996,0.051667,0.053000,0.000000,0.016000,0.016000,0.016000
293000,111.223328,111.600998,111.408997,0.051667,0.051000,0.000000,0.016000,0.016000,0.016000
294000,112.147339,112.376999,112.235001,0.054333,0.052000,0.000000,0.016667,0.016000,0.016000
295000,112.946663,112.900002,112.878998,0.051667,0.052000,0.000000,0.016333,0.016000,0.016000
296000,113.700996,113.692001,113.709000,0.052000,0.052000,0.000000,0.016000,0.017000,0.015000
297000,114.420998,114.483002,114.516998,0.051667,0.052000,0.000000,0.016000,0.017000,0.016000
298000,115.324669,115.200996,115.225998,0.052333,0.052000,0.000000,0.016000,0.016000,0.016000
299000,116.010674,116.066002,115.996002,0.052333,0.054000,0.000000,0.016667,0.016000,0.017000
300000,116.726662,116.655998,116.764999,0.052667,0.053000,0.000000,0.016000,0.016000,0.016000
301000,117.532997,117.587997,117.668999,0.053333,0.053000,0.000000,0.016333,0.016000,0.016000
302000,118.253998,117.924004,118.026001,0.053333,0.054000,0.000000,0.016000,0.017000,0.016000
303000,118.819008,118.811996,118.718002,0.053000,0.053000,0.000000,0.016333,0.016000,0.017000
304000,119.680336,119.371002,119.674004,0.054667,0.054000,0.000000,0.016333,0.017000,0.016000
305000,120.415672,120.121002,120.195999,0.053333,0.054000,0.000000,0.016333,0.017000,0.017000
306000,121.075005,121.211998,121.151001,0.053667,0.054000,0.000000,0.016667,0.016000,0.017000
307000,121.906670,121.942001,121.722000,0.054667,0.054000,0.000000,0.017000,0.017000,0.017000
308000,122.940674,122.561996,122.945000,0.054667,0.054000,0.000000,0.016333,0.017000,0.017000
309000,123.689331,123.700996,123.863998,0.055000,0.055000,0.000000,0.016333,0.016000,0.017000
310000,124.261665,124.399002,124.610001,0.054333,0.055000,0.000000,0.017333,0.017000,0.016000
311000,125.293671,125.238998,125.240997,0.055000,0.055000,0.000000,0.016333,0.017000,0.017000
312000,126.003662,125.891998,126.081001,0.055000,0.055000,0.000000,0.017000,0.017000,0.017000
313000,126.884338,126.984001,126.824997,0.054333,0.055000,0.000000,0.016667,0.017000,0.016000
314000,127.758331,127.445000,127.601997,0.055667,0.055000,0.000000,0.017000,0.017000,0.017000
315000,128.443344,128.436005,128.350006,0.055333,0.055000,0.000000,0.017333,0.017000,0.016000
316000,129.310989,129.276001,129.113007,0.055000,0.055000,0.000000,0.017000,0.016000,0.017000
317000,130.089340,130.100006,129.987000,0.055333,0.056000,0.000000,0.017667,0.017000,0.017000
318000,130.867340,130.938004,131.024994,0.055333,0.056000,0.000000,0.017333,0.017000,0.017000
319000,131.912994,131.686996,131.796997,0.056000,0.056000,0.000000,0.017667,0.017000,0.017000
320000,132.670334,132.348007,132.690002,0.056000,0.056000,0.000000,0.017000,0.017000,0.017000
321000,133.413345,133.514008,133.505997,0.056667,0.057000,0.000000,0.017000,0.017000,0.017000
322000,134.285995,134.143005,134.302994,0.056667,0.055000,0.000000,0.017000,0.017000,0.017000
323000,135.079666,135.080994,135.177994,0.056333,0.056000,0.000000,0.017333,0.018000,0.017000
324000,136.071335,136.057007,136.020996,0.056667,0.056000,0.000000,0.017333,0.017000,0.017000
325000,136.939011,137.115997,139.363007,0.057333,0.058000,0.000000,0.017667,0.018000,0.017000
326000,139.637680,145.554001,141.505005,0.057667,0.059000,0.000000,0.017667,0.018000,0.018000
327000,139.805664,141.822998,140.526993,0.057667,0.057000,0.000000,0.017333,0.017000,0.018000
328000,141.543015,140.550003,141.145996,0.057333,0.059000,0.000000,0.018000,0.018000,0.018000
329000,142.453995,142.052994,142.434998,0.058333,0.059000,0.000000,0.018333,0.018000,0.018000
330000,143.025681,142.990005,143.779007,0.058667,0.059000,0.000000,0.018000,0.018000,0.018000
331000,143.929001,143.748001,143.809998,0.065667,0.059000,0.000000,0.018333,0.019000,0.018000
332000,144.670334,145.218994,145.313004,0.059000,0.058000,0.000000,0.018000,0.017000,0.019000
333000,145.625992,144.255005,144.839005,0.060667,0.059000,0.000000,0.018333,0.018000,0.019000
334000,145.770676,146.298996,145.932999,0.059000,0.060000,0.000000,0.018333,0.018000,0.018000
335000,147.647003,146.893005,147.811996,0.060000,0.060000,0.000000,0.020333,0.019000,0.018000
336000,148.143326,147.667999,147.776993,0.059000,0.059000,0.000000,0.018000,0.018000,0.018000
337000,148.577652,148.819000,148.451996,0.060333,0.061000,0.000000,0.018000,0.019000,0.018000
338000,149.235672,148.945999,148.608002,0.060000,0.059000,0.000000,0.018000,0.018000,0.018000
339000,149.737000,149.218002,149.320007,0.059333,0.060000,0.000000,0.019000,0.018000,0.019000
340000,150.153336,150.367004,150.322006,0.060000,0.060000,0.000000,0.018000,0.019000,0.018000
341000,151.235001,151.304001,151.278000,0.060333,0.063000,0.000000,0.018000,0.019000,0.018000
342000,152.197998,152.598999,152.033005,0.061000,0.060000,0.000000,0.018667,0.018000,0.018000
343000,152.774673,152.470001,152.656998,0.060667,0.060000,0.000000,0.018333,0.018000,0.019000
344000,153.446335,153.712997,153.511002,0.061000,0.060000,0.000000,0.018667,0.019000,0.018000
345000,154.435654,154.139008,154.462006,0.060667,0.061000,0.000000,0.018667,0.018000,0.019000
346000,155.288010,155.212997,155.223007,0.061333,0.062000,0.000000,0.018000,0.018000,0.019000
347000,156.137329,156.169006,156.432007,0.061333,0.061000,0.000000,0.018333,0.019000,0.018000
348000,157.263672,157.339005,157.173004,0.061000,0.061000,0.000000,0.019000,0.019000,0.019000
349000,158.040665,158.309006,158.093994,0.061333,0.062000,0.000000,0.018333,0.019000,0.019000
350000,159.094666,159.119995,158.985992,0.062667,0.062000,0.000000,0.019000,0.019000,0.019000
351000,160.021347,159.716995,159.615997,0.062667,0.062000,0.000000,0.019000,0.019000,0.019000
352000,160.658325,160.709000,160.817993,0.061333,0.061000,0.000000,0.019000,0.019000,0.018000
353000,161.558334,161.542007,161.862000,0.062333,0.063000,0.000000,0.020333,0.019000,0.020000
354000,162.519669,162.740005,162.345001,0.063000,0.063000,0.000000,0.018667,0.019000,0.018000
355000,163.365005,163.884995,163.494995,0.062333,0.063000,0.000000,0.019000,0.020000,0.019000
356000,164.238327,164.526993,164.606003,0.062333,0.063000,0.000000,0.019333,0.019000,0.019000
357000,165.311996,164.977005,165.264999,0.062667,0.063000,0.000000,0.019000,0.019000,0.019000
358000,166.028992,166.507996,166.074997,0.063000,0.063000,0.000000,0.019333,0.019000,0.019000
359000,167.044662,167.343002,167.037994,0.063000,0.063000,0.000000,0.019333,0.019000,0.020000
360000,167.896667,167.587997,167.617004,0.062667,0.063000,0.000000,0.019000,0.020000,0.019000
361000,169.697006,169.559006,169.537994,0.065333,0.063000,0.000000,0.019333,0.019000,0.023000
362000,170.657333,170.087006,170.626007,0.063667,0.066000,0.000000,0.019333,0.019000,0.020000
