bubble_sort, bubble_sort_ja_ordenado, bubble_sort_inverso, merge_sort, merge_sort_ja_ordenado, merge_sort_inverso, quickSort, quickSort_ja_ordenado, quickSort_inverso
262000,143886.390625,132870.890625,142546.171875,41.202999,45.497002,-0.019000,14.650333,15.237000,15.178000
263000,144023.890625,146547.125000,134733.406250,55.986004,41.567001,-0.013000,21.640335,16.375000,16.492001
264000,146793.406250,155402.609375,147832.921875,62.928665,46.394001,-0.012000,29.982336,27.322001,40.369999
265000,139820.484375,138105.515625,142133.250000,66.760674,53.618000,-0.016000,25.767000,17.378000,17.356001
266000,154209.312500,168004.718750,129532.929688,73.652664,58.269001,-0.012000,35.045334,16.351000,16.429001
267000,144036.859375,156780.609375,124955.039062,42.302670,42.221001,-0.012000,17.096666,16.402000,17.096001
268000,119674.585938,123803.195312,111925.367188,46.683331,45.223000,-0.015000,16.696333,16.988001,16.538000
269000,119911.226562,123830.148438,111259.914062,60.783001,42.930000,-0.011000,25.299667,17.378000,16.577999
270000,118463.343750,124248.296875,113032.148438,43.870998,44.227001,-0.011000,16.852333,16.764000,16.688000
271000,150437.593750,139109.343750,118257.375000,79.723999,43.902000,-0.017000,26.084665,17.010000,17.705999
272000,121722.054688,119489.640625,139943.812500,47.990002,44.511002,-0.016000,25.001999,17.108999,18.915001
273000,153122.531250,162840.875000,149472.906250,43.296337,74.252998,-0.017000,17.035334,20.143999,21.639000
274000,155904.593750,160640.625000,165202.765625,82.097008,49.490002,-0.016000,31.290667,17.646000,17.297001
275000,155963.437500,161782.656250,148314.140625,50.894669,45.823002,-0.016000,21.037001,18.474001,18.858000
276000,162181.968750,164132.671875,150856.000000,47.575665,93.593002,-0.019000,22.083000,21.170000,18.499001
277000,158867.250000,166963.578125,155821.781250,95.415337,86.728996,-0.020000,38.811001,37.946999,38.071999
278000,165126.796875,166393.093750,157171.390625,61.367001,56.726002,-0.016000,23.777666,28.635000,20.531000
279000,158221.906250,163197.781250,155151.781250,109.928001,75.693001,-0.015000,41.614002,17.197001,17.082001
280000,167221.265625,151265.031250,144355.765625,87.271339,49.519001,-0.019000,29.724335,30.613001,30.502001
281000,135583.515625,136135.515625,125408.765625,55.134335,45.028999,-0.012000,21.277334,17.259001,17.625999
282000,145568.234375,140587.000000,137898.390625,70.793663,45.599998,-0.011000,28.283335,17.638000,18.490000
283000,146576.203125,169347.078125,175570.484375,59.438335,81.523003,-0.017000,20.725332,27.402000,38.412998
284000,153286.703125,136495.062500,135684.281250,54.406002,88.441002,-0.020000,21.032000,17.511999,17.454000
285000,144552.578125,171331.375000,177701.656250,79.276665,46.493000,-0.012000,31.331001,17.475000,17.386999
286000,149732.671875,159751.421875,147967.093750,72.640671,49.867001,-0.012000,26.531668,17.837000,17.663000
287000,171544.421875,175759.593750,171345.687500,93.531334,48.060001,-0.011000,34.856998,18.544001,18.472000
288000,176943.296875,173313.265625,173001.921875,70.770332,48.801998,-0.014000,26.512335,18.285999,19.900999
289000,180703.125000,150678.046875,164210.296875,53.367329,46.320000,-0.013000,17.709333,17.805000,17.820999
290000,152488.921875,168963.484375,162855.140625,53.581005,45.825001,-0.011000,23.332335,17.658001,17.638000
291000,160665.390625,157007.718750,162258.296875,50.314331,48.298000,-0.014000,29.699667,17.893000,17.773001
292000,145783.015625,144940.046875,144335.562500,61.534332,46.257000,-0.012000,22.503668,17.759001,18.539000
293000,151081.515625,158652.406250,167134.468750,87.220001,125.432999,-0.023000,32.080666,45.984001,47.556999
294000,146927.390625,157757.156250,156704.093750,63.904331,82.254997,-0.014000,24.448669,31.247000,31.590000
295000,168604.015625,166676.375000,187827.593750,94.516335,46.915001,-0.016000,35.065666,18.120001,18.136000
296000,176736.875000,160350.250000,174680.734375,54.328999,46.694000,-0.012000,20.543667,18.035999,18.275000
297000,171251.671875,151135.609375,161283.546875,65.132332,48.757999,-0.013000,25.195333,18.306000,18.177999
298000,176647.000000,170804.343750,169741.218750,88.960335,47.811001,-0.012000,35.648998,19.575001,18.344999
299000,168841.390625,163830.312500,174018.859375,48.841003,89.197998,-0.017000,18.253668,33.338001,33.323002
300000,180812.328125,176054.546875,181348.000000,69.984665,48.487999,-0.016000,26.563332,18.378000,18.325001
301000,165053.921875,201246.343750,185633.890625,74.167336,49.998001,-0.011000,28.403666,18.483999,18.363001
302000,174819.203125,157541.281250,186329.187500,74.839333,56.227001,-0.013000,27.179998,18.458000,18.346001
303000,175288.984375,166356.828125,151217.781250,119.541328,48.176998,-0.011000,43.059002,18.424000,18.610001
304000,187498.359375,181551.921875,196284.515625,66.315666,116.997002,-0.024000,25.672668,47.169998,44.955002
305000,210115.703125,217877.656250,198256.968750,51.400330,50.139999,-0.012000,18.866999,18.403000,18.431999
306000,196553.937500,158941.796875,169864.781250,75.010658,80.731003,-0.017000,33.796329,32.097000,32.102001
307000,166578.218750,172196.734375,180102.171875,50.860332,58.080002,-0.011000,22.633001,18.517000,18.538000
308000,202574.734375,204145.484375,232587.390625,69.648003,119.246002,-0.022000,26.447001,45.622002,60.419998
309000,216886.625000,186469.015625,210047.375000,117.085335,52.912998,-0.012000,44.618332,18.613001,18.670000
310000,199593.687500,207967.343750,195988.421875,98.893005,49.073002,-0.011000,38.404667,21.412001,19.080999
311000,197882.359375,214222.328125,212134.578125,76.841331,49.516998,-0.012000,28.196335,18.756001,18.844000
312000,196935.453125,193867.343750,215425.953125,108.861671,62.445999,-0.013000,40.620998,19.531000,18.936001
313000,213346.125000,190617.312500,206378.187500,81.454666,88.341003,-0.015000,32.034000,35.591000,45.618999
314000,195647.687500,203503.906250,211417.328125,66.139671,98.061996,-0.018000,19.075333,47.674000,46.743000
315000,211831.453125,222788.625000,233744.453125,105.698997,49.741001,-0.017000,40.092999,18.988001,19.021999
316000,204547.296875,213292.203125,219452.968750,51.284332,50.514000,-0.016000,19.057665,19.100000,19.174000
317000,222866.515625,225456.343750,236935.843750,76.254005,50.278000,-0.017000,29.014999,19.216000,19.922001
318000,231283.328125,233699.109375,219076.312500,57.578663,90.206001,-0.016000,20.683001,19.795000,19.091000
319000,228014.953125,217841.218750,203062.468750,70.470329,125.681000,-0.019000,26.614334,50.817001,53.644001
320000,216826.078125,223041.218750,228160.515625,93.411659,71.733002,-0.016000,35.625668,27.458000,35.097000
321000,219762.312500,241552.171875,235307.125000,75.140327,50.590000,-0.016000,28.789999,19.299999,19.643999
322000,226091.234375,222366.046875,219988.703125,84.288002,50.831001,-0.017000,38.167667,20.316999,19.886999
323000,232018.687500,231744.984375,235109.156250,114.678322,127.016998,-0.025000,44.022671,55.846001,61.450001
324000,243684.546875,252678.968750,259929.562500,118.585999,51.403999,-0.017000,45.736664,19.851999,19.431000
325000,224833.750000,257464.687500,262484.031250,51.510666,51.734001,-0.017000,19.396002,19.354000,19.457001
326000,245697.421875,263653.343750,233024.593750,104.347656,52.210999,-0.011000,40.264668,20.344000,21.875999
327000,238569.125000,213708.812500,234246.593750,52.197330,53.810001,-0.011000,19.612333,19.822001,19.997999
328000,229503.187500,241083.750000,233902.546875,78.868004,52.082001,-0.015000,28.108000,20.007999,20.247000
329000,231383.640625,236681.265625,238738.031250,126.325996,134.826996,-0.026000,47.470001,58.945000,51.919998
330000,248343.750000,247466.218750,250732.843750,79.617332,126.547997,-0.025000,34.623001,49.526001,49.161999
331000,241372.562500,246133.015625,221046.343750,100.759338,67.373001,-0.015000,38.291332,20.797001,23.962999
332000,220424.921875,200748.468750,221766.968750,95.125328,54.509998,-0.010000,36.625668,20.407000,20.753000
333000,232180.359375,231538.671875,226923.125000,78.847328,52.422001,-0.016000,30.195333,20.159000,20.129999
334000,236671.328125,224401.171875,213391.109375,78.553001,55.247002,-0.014000,29.886667,21.306999,21.101000
335000,225983.109375,233878.000000,212259.109375,68.373329,53.389000,-0.011000,28.316999,21.037001,22.809000
336000,228988.671875,243826.953125,215534.171875,53.040333,130.425995,-0.024000,20.328333,50.046001,50.140999
337000,219641.625000,226201.453125,231923.953125,80.036995,105.500999,-0.011000,30.946669,20.740999,25.351000
338000,240005.000000,242973.062500,256643.500000,108.778664,53.948002,-0.016000,41.616333,21.938000,23.761000
339000,250437.515625,240936.062500,229295.312500,54.391998,54.102001,-0.017000,20.559000,20.422001,20.365000
340000,251512.046875,246636.375000,249412.140625,135.242004,59.665001,-0.011000,52.783665,22.004999,22.358000
341000,248192.015625,201690.781250,202052.015625,101.278328,54.651001,-0.015000,40.136669,20.438999,20.561001
342000,218272.421875,225376.531250,217934.015625,110.479668,66.361000,-0.018000,41.467667,21.105000,20.827000
343000,204859.796875,193585.203125,195522.218750,77.295998,55.049999,-0.018000,36.554001,20.912001,20.599001
344000,204989.828125,212411.312500,238776.078125,59.669331,135.516998,-0.024000,22.727999,50.132999,50.859001
345000,207220.171875,239870.687500,242168.046875,55.584000,132.203003,-0.011000,21.421667,21.903000,21.448999
346000,220600.453125,230593.906250,213425.968750,85.755005,55.367001,-0.017000,32.501331,20.690001,20.698000
347000,208818.328125,233525.875000,220823.484375,57.037334,55.893002,-0.016000,23.057001,21.245001,21.009001
348000,250044.578125,241213.125000,246295.312500,105.309998,73.047997,-0.017000,39.730335,22.145000,22.096001
349000,252188.453125,254451.078125,262967.375000,96.553322,56.988998,-0.015000,36.713001,21.705999,20.988001
350000,238976.187500,231362.656250,233765.375000,61.676666,56.327999,-0.016000,25.255333,20.982000,20.999001
351000,231293.609375,239553.828125,237449.734375,84.137337,65.383003,-0.015000,36.790668,21.865000,21.191999
352000,232826.734375,252615.312500,236762.843750,66.346336,90.985001,-0.019000,24.593332,34.755001,35.362000
353000,260329.187500,264261.687500,263478.593750,106.083336,66.694000,-0.015000,43.105667,21.042000,21.136000
354000,255150.828125,263521.625000,253190.453125,108.519325,56.653999,-0.013000,37.036667,22.843000,21.822001
355000,260517.359375,261621.171875,253742.609375,109.063660,57.681999,-0.012000,30.293335,21.496000,21.468000
356000,252461.562500,243038.625000,230724.125000,70.270332,56.786999,-0.012000,28.827667,21.215000,21.176001
357000,236904.765625,256429.250000,227834.406250,57.464001,57.766998,-0.012000,23.052999,21.356001,21.320999
358000,217163.375000,233221.093750,216820.281250,90.813332,57.050999,-0.011000,32.532001,21.302000,21.236000
359000,227369.828125,210131.593750,210237.906250,65.724998,78.074997,-0.012000,23.765333,21.455000,38.078999
360000,209328.750000,240717.187500,216669.968750,67.678337,130.104004,-0.018000,21.893667,44.679001,45.313999
361000,249637.625000,243894.250000,263228.187500,84.333000,57.826000,-0.012000,29.447001,21.580999,21.620001
362000,253545.375000,241759.968750,257458.109375,86.300331,59.044998,-0.013000,32.653000,33.389000,21.580000
363000,259160.484375,259996.390625,297476.593750,60.498997,59.347000,-0.011000,22.200998,21.907000,21.844999
364000,289128.031250,254767.218750,281535.968750,119.981667,58.018002,-0.017000,44.416668,21.625999,21.648001
365000,253028.453125,256346.703125,265944.250000,62.888000,144.350006,-0.022000,29.096001,53.011002,53.604000
366000,283006.343750,258026.234375,264642.937500,158.175659,59.324001,-0.012000,55.096664,22.268000,21.850000
367000,266363.093750,295620.875000,252291.765625,93.539001,145.220001,-0.025000,36.983665,54.007999,53.636002
368000,285020.843750,277394.343750,296065.281250,83.133331,76.722000,-0.013000,24.042334,33.900002,37.259998
369000,272124.531250,301382.312500,321639.312500,111.389656,58.984001,-0.012000,42.760330,21.885000,47.785000
370000,291827.281250,288520.968750,296730.187500,94.073334,65.198997,-0.013000,34.454666,25.599001,23.226000
371000,283881.562500,231857.812500,264348.343750,93.514656,59.659000,-0.012000,34.162998,22.103001,22.059999
372000,269903.125000,265631.687500,271612.718750,137.054672,61.355000,-0.013000,52.720001,41.495998,41.605000
373000,279839.750000,279770.156250,295090.750000,112.737000,145.177994,-0.021000,34.102001,67.973999,54.389000
374000,281470.125000,302816.218750,286147.406250,95.391663,62.005001,-0.014000,30.779665,22.391001,23.621000
375000,272718.875000,255231.062500,255469.546875,116.249672,61.908001,-0.012000,40.185001,22.294001,29.055000
376000,279031.156250,314608.031250,318097.468750,144.334000,73.007004,-0.012000,46.766338,22.325001,22.448999
377000,284402.500000,262954.906250,280314.531250,107.395996,63.867001,-0.016000,39.804668,24.520000,34.463001
378000,274378.375000,262403.593750,279921.718750,101.391998,138.136993,-0.021000,37.748001,54.215000,51.438000
379000,291521.218750,277271.937500,288638.156250,86.060669,66.490997,-0.017000,35.647335,50.514000,48.363998
380000,277554.375000,265935.875000,306310.500000,117.269661,63.036999,-0.016000,48.045002,25.105000,23.129000
381000,306988.343750,319454.656250,325122.593750,74.014999,61.723999,-0.011000,28.568665,22.662001,22.545000
382000,312608.343750,299288.718750,305624.000000,61.825668,64.176003,-0.013000,25.369333,23.106001,22.917000
383000,309706.093750,296426.625000,285298.781250,111.570656,64.648003,-0.012000,37.167667,22.600000,22.726999
384000,314253.031250,310238.562500,345963.312500,63.199997,62.394001,-0.017000,26.482666,22.749001,22.650999
385000,316945.250000,347320.843750,312520.031250,61.849335,64.802002,-0.015000,22.980333,22.875000,22.764000
386000,307977.406250,309976.343750,330978.500000,95.419006,62.733002,-0.016000,34.225998,23.018000,23.792999
387000,329291.000000,291191.437500,344702.281250,77.066673,61.743000,-0.012000,27.393000,22.794001,22.968000
388000,317065.125000,314421.718750,329928.062500,98.242668,63.573002,-0.190000,37.446667,23.951000,24.195000
389000,314284.718750,333263.531250,343005.062500,97.555664,173.039001,-0.030000,34.987999,60.583000,79.507004
390000,334417.125000,326584.625000,288771.031250,125.823669,68.874001,-0.012000,49.026997,23.174999,23.532000
391000,273753.812500,276749.531250,279564.312500,89.471008,63.320000,-0.013000,33.509335,23.084000,23.004999
392000,322745.531250,317976.375000,324624.343750,132.944336,62.919998,-0.013000,50.388336,23.187000,23.089001
393000,328209.218750,310368.062500,287544.875000,93.480995,66.709000,-0.016000,34.104000,23.643000,23.976999
394000,320756.656250,305671.906250,313377.250000,102.172668,135.307007,-0.020000,47.309338,50.965000,50.528000
395000,325610.468750,302444.312500,325178.062500,80.932999,64.989998,-0.011000,30.861666,23.875999,23.938000
396000,311894.437500,304108.437500,300719.468750,90.230339,74.305000,-0.015000,35.255001,24.066999,24.250999
397000,303911.468750,291009.343750,310223.000000,103.258667,63.394001,-0.015000,42.396000,23.985001,24.004000
398000,294589.843750,289615.718750,288759.593750,63.903332,64.129997,-0.012000,24.165665,24.270000,24.673000
399000,305605.375000,302243.062500,334865.687500,68.200668,124.724998,-0.018000,24.296999,49.430000,50.247002
400000,321516.656250,288242.750000,320350.437500,95.216675,63.903000,-0.012000,35.496670,24.507999,26.267000
401000,317115.875000,333329.500000,323754.312500,120.946327,70.510002,-0.013000,48.729336,24.229000,24.176001
402000,321464.375000,304891.218750,327633.812500,65.588669,94.197998,-0.015000,24.516001,36.862999,26.389999
403000,304966.781250,343019.000000,311845.375000,66.023994,64.684998,-0.012000,25.073668,24.635000,24.261999
404000,327718.406250,328845.031250,299974.093750,107.381325,65.320999,-0.012000,49.250336,27.205999,24.438999
405000,307501.906250,308519.156250,298494.843750,107.717995,65.742996,-0.013000,46.191998,24.716000,31.622999
406000,318542.343750,318170.625000,344282.187500,101.750671,67.860001,-0.016000,25.919001,26.221001,25.729000
407000,325169.468750,314888.031250,326255.781250,67.869331,66.007004,-0.012000,26.418669,24.770000,24.604000
408000,327208.406250,349055.531250,304912.937500,129.470337,66.846001,-0.012000,48.197666,24.549999,24.587999
409000,326434.968750,332235.781250,340245.750000,124.522667,160.807999,-0.021000,44.819000,51.487999,53.067001
410000,337112.906250,341829.750000,322501.031250,70.488335,68.959999,-0.015000,29.979998,27.042999,26.594000
411000,348699.406250,332306.687500,358928.875000,113.006004,183.746994,-0.021000,47.174000,61.349998,61.450001
412000,343821.406250,364655.625000,354740.125000,66.682335,66.807999,-0.013000,31.314333,25.004999,24.787001
413000,360651.093750,340693.781250,347121.218750,104.334999,66.693001,-0.012000,37.970669,24.766001,24.868000
414000,336504.656250,363956.093750,351705.906250,67.317001,66.769997,-0.012000,25.159668,25.195000,25.164000
415000,346761.562500,343169.687500,375737.906250,70.921669,67.002998,-0.011000,28.983002,25.079000,24.995001
416000,346968.750000,361170.937500,371524.312500,69.014336,155.199997,-0.019000,27.985001,54.942001,54.208000
417000,361091.250000,334335.906250,354828.843750,76.351006,112.871002,-0.011000,27.683664,25.084999,25.143999
418000,347955.843750,332233.281250,362774.906250,82.582001,69.481003,-0.012000,29.782333,25.642000,37.748001
419000,308352.156250,316446.093750,313767.812500,69.244331,68.774002,-0.012000,25.267664,26.066000,25.781000
420000,295920.593750,312726.218750,316020.125000,68.930664,71.652000,-0.012000,27.980667,25.114000,25.072001
421000,332449.500000,377229.000000,339951.437500,69.647667,72.336998,-0.012000,26.163332,28.981001,26.340000
422000,365119.843750,363015.062500,364393.312500,104.994331,115.928001,-0.020000,36.483669,75.210999,73.337997
423000,379051.875000,370202.843750,381161.906250,121.058327,90.366997,-0.013000,47.397999,32.687000,37.110001
424000,377199.625000,355266.156250,363857.781250,101.568672,68.919998,-0.012000,36.033001,25.351999,25.280001
425000,394698.156250,365858.562500,337410.906250,142.508667,68.718002,-0.013000,51.828335,25.393000,25.450001
426000,351514.375000,370251.562500,374262.531250,76.756660,72.690002,-0.013000,25.677000,25.612000,25.583000
427000,358588.343750,352514.437500,353495.968750,133.465988,69.398003,-0.012000,59.552998,25.771999,25.892000
428000,348789.656250,334721.437500,386066.281250,71.159996,69.445999,-0.013000,26.523333,28.103001,30.341999
429000,381640.281250,336711.281250,358106.875000,128.405991,180.292999,-0.026000,45.608669,65.704002,65.954002
430000,357603.593750,374200.312500,390678.312500,69.299339,192.451004,-0.020000,26.557999,52.347000,51.591999
431000,381798.500000,334231.093750,359301.375000,106.867332,70.160004,-0.013000,39.786335,25.819000,25.921000
432000,386914.531250,366700.187500,325945.281250,70.716331,71.473999,-0.015000,26.568666,25.798000,27.989000
433000,359953.750000,298934.000000,367823.531250,72.295006,208.535004,-0.018000,26.105667,76.984001,69.680000
434000,384524.906250,398048.718750,409563.562500,73.494331,190.184998,-0.024000,26.398333,68.258003,68.954002
435000,395545.343750,410100.031250,412855.156250,152.136673,71.440002,-0.012000,58.272671,26.080000,26.166000
436000,415853.093750,417776.281250,415505.968750,104.723663,71.196999,-0.012000,38.648666,26.093000,27.252001
437000,405872.906250,429200.281250,395445.812500,99.316673,72.693001,-0.018000,36.574001,26.577999,26.549000
438000,422162.343750,376120.812500,413434.750000,129.608002,75.545998,-0.020000,47.708332,30.014000,30.738001
439000,424732.156250,414510.750000,392044.812500,73.196335,173.069000,-0.026000,26.663332,67.571999,67.845001
440000,418044.625000,398221.312500,393595.843750,91.439331,71.361000,-0.015000,39.843670,40.577999,39.980999
441000,391280.125000,432121.406250,374162.000000,82.080330,73.989998,-0.011000,31.360001,27.284000,26.794001
442000,383604.468750,381435.968750,401401.937500,101.855324,71.901001,-0.016000,37.875668,27.198999,26.517000
443000,384479.218750,386574.281250,404334.500000,72.414001,71.367996,-0.017000,27.689001,26.323000,26.523001
444000,412743.593750,407163.437500,403185.187500,112.368660,71.616997,-0.019000,40.637001,26.726999,26.615999
445000,395677.125000,395892.187500,362553.093750,73.374664,134.897003,-0.015000,27.430334,28.158001,28.208000
446000,383727.250000,375091.093750,402859.843750,74.261665,76.929001,-0.011000,33.636333,28.854000,29.228001
447000,406567.156250,406086.843750,372007.656250,116.018005,73.573997,-0.018000,43.988667,27.837000,26.614000
448000,407307.531250,411113.500000,393612.000000,141.718674,103.834999,-0.017000,63.359669,26.479000,26.455999
449000,413780.125000,400145.187500,407626.156250,142.298996,72.792000,-0.012000,55.657333,26.982000,26.862000
450000,403746.375000,395792.125000,410173.250000,100.388000,79.126999,-0.013000,36.674999,56.650002,55.949001
451000,404731.656250,410135.406250,419418.781250,82.819664,72.730003,-0.013000,27.036667,65.168999,65.273003
452000,394617.031250,409624.312500,402443.281250,163.812668,73.612000,-0.012000,62.465332,26.799999,26.881001
453000,421274.218750,440607.437500,413705.500000,100.050331,74.404999,-0.017000,40.426666,27.514999,27.465000
454000,430028.281250,424204.343750,414403.750000,77.791664,73.287003,-0.012000,30.973669,27.004000,26.898001
455000,426613.968750,427242.531250,408088.843750,115.822327,75.142998,-0.013000,45.921001,27.167000,27.188000
456000,397398.656250,415589.062500,411072.593750,77.743340,74.800003,-0.013000,33.973003,27.275000,27.025000
457000,425043.250000,429959.687500,405941.343750,150.633347,87.988998,-0.013000,42.846333,39.515999,39.998001
458000,419989.000000,428528.781250,458225.750000,156.716995,77.316002,-0.016000,62.263996,28.113001,28.895000
459000,436814.156250,393746.187500,451865.843750,86.417336,99.627998,-0.016000,29.946665,27.691000,27.844000
460000,438338.125000,445069.031250,444590.156250,101.933006,82.778999,-0.013000,34.910999,42.437000,28.315001
461000,454042.000000,443278.000000,475770.781250,153.621994,78.324997,-0.013000,54.672668,27.760000,29.535999
462000,426889.718750,487723.000000,424693.437500,98.252342,223.328995,-0.023000,37.593998,102.316002,88.931000
463000,418314.156250,423565.312500,467518.750000,77.687675,157.475006,-0.018000,30.319334,57.120998,53.701000
464000,440358.250000,478526.281250,459428.093750,94.158661,75.533997,-0.012000,37.445999,27.694000,27.715000
465000,466107.125000,470229.968750,441572.750000,115.539001,78.089996,-0.015000,42.550335,31.641001,29.881001
466000,471185.125000,461020.343750,464920.031250,131.598007,175.720001,-0.023000,51.587666,70.040001,69.066002
467000,429050.500000,391972.531250,377580.437500,83.695000,76.915001,-0.014000,32.665333,45.228001,53.633999
468000,397931.906250,391158.812500,414153.593750,147.761993,76.982002,-0.013000,55.608997,27.983000,28.129000
469000,413902.125000,426910.718750,465751.656250,95.575996,79.607002,-0.015000,27.842667,36.554001,29.083000
470000,471630.250000,474499.375000,392766.781250,92.745331,104.180000,-0.022000,29.879667,70.431999,63.326000
471000,468385.843750,497248.218750,482126.687500,137.561340,174.839005,-0.026000,52.652332,66.541000,67.860001
472000,466360.093750,466528.343750,495896.437500,154.946335,85.862999,-0.016000,67.855339,29.441999,30.808001
473000,476823.656250,487573.375000,489858.218750,115.205330,77.958000,-0.013000,42.327000,28.201000,28.139999
474000,493359.218750,477029.437500,470344.156250,215.703003,78.028999,-0.017000,67.230003,28.539000,28.916000
475000,485377.343750,474261.968750,490485.687500,78.936005,183.203003,-0.019000,28.817999,61.310001,60.750999
476000,477621.718750,492156.781250,463417.937500,200.538330,77.582001,-0.013000,74.884338,28.351000,28.374001
477000,467378.093750,450065.156250,455411.156250,201.121658,78.824997,-0.012000,73.282661,28.577000,28.493000
478000,465566.250000,451727.625000,450907.406250,121.740669,78.165001,-0.012000,45.470333,28.983999,28.346001
479000,482922.250000,478791.562500,524824.937500,124.962669,82.320000,-0.015000,58.890667,29.885000,28.306000
480000,522559.406250,512652.000000,526675.750000,109.262329,78.049004,-0.015000,39.323334,28.445000,28.801001
481000,503272.156250,507895.906250,506209.937500,108.984001,78.427002,-0.013000,38.849667,28.396999,28.542999
482000,478847.218750,468754.218750,484093.093750,149.903000,191.932999,-0.025000,44.390667,63.666000,28.702999
483000,488825.093750,485987.156250,468625.031250,78.549004,100.614998,-0.019000,28.609667,31.000999,51.601002
484000,451248.000000,469985.093750,479603.937500,117.680664,187.354996,-0.025000,44.775333,71.398003,76.119003
485000,494609.093750,464493.906250,469994.906250,90.618675,138.147995,-0.025000,33.071999,72.717003,73.795998
486000,494728.656250,520067.187500,450114.937500,175.518005,207.201004,-0.021000,55.332668,77.471001,78.566002
487000,460907.343750,475919.468750,457289.656250,105.815002,79.120003,-0.019000,41.080334,28.740999,29.100000
488000,470472.375000,462531.500000,448255.250000,122.304344,84.137001,-0.017000,45.408665,33.074001,29.627001
489000,469542.906250,476425.406250,478191.250000,95.427002,201.412003,-0.034000,37.378666,70.874001,73.900002
490000,475369.250000,471742.437500,461320.718750,155.311340,160.544998,-0.027000,29.034002,79.593002,85.760002
491000,465569.375000,464110.093750,478845.000000,102.485329,196.319000,-0.026000,44.427002,58.460999,56.724998
492000,471790.843750,448962.093750,455062.875000,121.289665,166.526993,-0.025000,55.636997,29.271000,29.469999
493000,477384.906250,451383.562500,471717.656250,81.359337,84.197998,-0.019000,29.982000,30.346001,30.533001
494000,479936.406250,500407.812500,502762.000000,114.334999,84.250999,-0.015000,56.759998,29.346001,30.253000
495000,503352.281250,484551.187500,489073.968750,81.023003,81.213997,-0.022000,30.104666,29.634001,29.468000
496000,492302.000000,493550.937500,491944.281250,158.926666,102.302002,-0.013000,57.806667,43.344002,50.500000
497000,472315.468750,465927.093750,475190.343750,123.122337,160.677002,-0.019000,46.131332,33.821999,29.438999
498000,471063.281250,478507.656250,462435.531250,120.600670,81.411003,-0.017000,42.522003,29.577999,29.488001
499000,474717.250000,500608.875000,512365.906250,84.222008,200.391006,-0.023000,32.741001,59.833000,64.869003
500000,483626.093750,491998.687500,493039.500000,115.845001,86.216003,-0.178000,43.045334,50.462002,60.078999
